country,year,pop,continent,lifeExp,gdpPercap
Dominican Republic,1987,6655297,Cervical Cancers,66.046,2899.842175
Dominican Republic,1992,7351181,Cervical Cancers,68.457,3044.214214
Dominican Republic,1997,7992357,Cervical Cancers,69.957,3614.101285
Dominican Republic,2002,8650322,Cervical Cancers,70.847,4563.808154
Dominican Republic,2007,9319622,Cervical Cancers,72.235,6025.374752
Ecuador,1952,3548753,Cervical Cancers,48.357,3522.110717
Ecuador,1957,4058385,Cervical Cancers,51.356,3780.546651
Ecuador,1962,4681707,Cervical Cancers,54.64,4086.114078
Ecuador,1967,5432424,Cervical Cancers,56.678,4579.074215
Ecuador,1972,6298651,Cervical Cancers,58.796,5280.99471
Ecuador,1977,7278866,Cervical Cancers,61.31,6679.62326
Ecuador,1982,8365850,Cervical Cancers,64.342,7213.791267
Ecuador,1987,9545158,Cervical Cancers,67.231,6481.776993
Ecuador,1992,10748394,Cervical Cancers,69.613,7103.702595
Ecuador,1997,11911819,Cervical Cancers,72.312,7429.455877
Ecuador,2002,12921234,Cervical Cancers,74.173,5773.044512
Ecuador,2007,13755680,Cervical Cancers,74.994,6873.262326
Egypt,1952,22223309,Testicular Cancer,41.893,1418.822445
Egypt,1957,25009741,Testicular Cancer,44.444,1458.915272
Egypt,1962,28173309,Testicular Cancer,46.992,1693.335853
Egypt,1967,31681188,Testicular Cancer,49.293,1814.880728
Egypt,1972,34807417,Testicular Cancer,51.137,2024.008147
Egypt,1977,38783863,Testicular Cancer,53.319,2785.493582
Egypt,1982,45681811,Testicular Cancer,56.006,3503.729636
Egypt,1987,52799062,Testicular Cancer,59.797,3885.46071
Egypt,1992,59402198,Testicular Cancer,63.674,3794.755195
Egypt,1997,66134291,Testicular Cancer,67.217,4173.181797
Egypt,2002,73312559,Testicular Cancer,69.806,4754.604414
Egypt,2007,80264543,Testicular Cancer,71.338,5581.180998
El Salvador,1952,2042865,Cervical Cancers,45.262,3048.3029
El Salvador,1957,2355805,Cervical Cancers,48.57,3421.523218
El Salvador,1962,2747687,Cervical Cancers,52.307,3776.803627
El Salvador,1967,3232927,Cervical Cancers,55.855,4358.595393
El Salvador,1972,3790903,Cervical Cancers,58.207,4520.246008
El Salvador,1977,4282586,Cervical Cancers,56.696,5138.922374
El Salvador,1982,4474873,Cervical Cancers,56.604,4098.344175
El Salvador,1987,4842194,Cervical Cancers,63.154,4140.442097
El Salvador,1992,5274649,Cervical Cancers,66.798,4444.2317
El Salvador,1997,5783439,Cervical Cancers,69.535,5154.825496
El Salvador,2002,6353681,Cervical Cancers,70.734,5351.568666
El Salvador,2007,6939688,Cervical Cancers,71.878,5728.353514
Equatorial Guinea,1952,216964,Testicular Cancer,34.482,375.6431231
Equatorial Guinea,1957,232922,Testicular Cancer,35.983,426.0964081
Equatorial Guinea,1962,249220,Testicular Cancer,37.485,582.8419714
Equatorial Guinea,1967,259864,Testicular Cancer,38.987,915.5960025
Equatorial Guinea,1972,277603,Testicular Cancer,40.516,672.4122571
Equatorial Guinea,1977,192675,Testicular Cancer,42.024,958.5668124
Equatorial Guinea,1982,285483,Testicular Cancer,43.662,927.8253427
Equatorial Guinea,1987,341244,Testicular Cancer,45.664,966.8968149
Equatorial Guinea,1992,387838,Testicular Cancer,47.545,1132.055034
Equatorial Guinea,1997,439971,Testicular Cancer,48.245,2814.480755
Equatorial Guinea,2002,495627,Testicular Cancer,49.348,7703.4959
Equatorial Guinea,2007,551201,Testicular Cancer,51.579,12154.08975
Eritrea,1952,1438760,Testicular Cancer,35.928,328.9405571
Eritrea,1957,1542611,Testicular Cancer,38.047,344.1618859
Eritrea,1962,1666618,Testicular Cancer,40.158,380.9958433
Eritrea,1967,1820319,Testicular Cancer,42.189,468.7949699
Eritrea,1972,2260187,Testicular Cancer,44.142,514.3242082
Eritrea,1977,2512642,Testicular Cancer,44.535,505.7538077
Eritrea,1982,2637297,Testicular Cancer,43.89,524.8758493
Eritrea,1987,2915959,Testicular Cancer,46.453,521.1341333
Eritrea,1992,3668440,Testicular Cancer,49.991,582.8585102
Eritrea,1997,4058319,Testicular Cancer,53.378,913.47079
Eritrea,2002,4414865,Testicular Cancer,55.24,765.3500015
Eritrea,2007,4906585,Testicular Cancer,58.04,641.3695236
Ethiopia,1952,20860941,Testicular Cancer,34.078,362.1462796
Ethiopia,1957,22815614,Testicular Cancer,36.667,378.9041632
Ethiopia,1962,25145372,Testicular Cancer,40.059,419.4564161
Ethiopia,1967,27860297,Testicular Cancer,42.115,516.1186438
Ethiopia,1972,30770372,Testicular Cancer,43.515,566.2439442
Ethiopia,1977,34617799,Testicular Cancer,44.51,556.8083834
Ethiopia,1982,38111756,Testicular Cancer,44.916,577.8607471
Ethiopia,1987,42999530,Testicular Cancer,46.684,573.7413142
Ethiopia,1992,52088559,Testicular Cancer,48.091,421.3534653
Ethiopia,1997,59861301,Testicular Cancer,49.402,515.8894013
Ethiopia,2002,67946797,Testicular Cancer,50.725,530.0535319
Ethiopia,2007,76511887,Testicular Cancer,52.947,690.8055759
Finland,1952,4090500,Breast Cancer,66.55,6424.519071
Finland,1957,4324000,Breast Cancer,67.49,7545.415386
Finland,1962,4491443,Breast Cancer,68.75,9371.842561
Finland,1967,4605744,Breast Cancer,69.83,10921.63626
Finland,1972,4639657,Breast Cancer,70.87,14358.8759
Finland,1977,4738902,Breast Cancer,72.52,15605.42283
Finland,1982,4826933,Breast Cancer,74.55,18533.15761
Finland,1987,4931729,Breast Cancer,74.83,21141.01223
Finland,1992,5041039,Breast Cancer,75.7,20647.16499
Finland,1997,5134406,Breast Cancer,77.13,23723.9502
Finland,2002,5193039,Breast Cancer,78.37,28204.59057
Finland,2007,5238460,Breast Cancer,79.313,33207.0844
France,1952,42459667,Breast Cancer,67.41,7029.809327
France,1957,44310863,Breast Cancer,68.93,8662.834898
France,1962,47124000,Breast Cancer,70.51,10560.48553
France,1967,49569000,Breast Cancer,71.55,12999.91766
France,1972,51732000,Breast Cancer,72.38,16107.19171
France,1977,53165019,Breast Cancer,73.83,18292.63514
France,1982,54433565,Breast Cancer,74.89,20293.89746
France,1987,55630100,Breast Cancer,76.34,22066.44214
France,1992,57374179,Breast Cancer,77.46,24703.79615
France,1997,58623428,Breast Cancer,78.64,25889.78487
France,2002,59925035,Breast Cancer,79.59,28926.03234
France,2007,61083916,Breast Cancer,80.657,30470.0167
Gabon,1952,420702,Testicular Cancer,37.003,4293.476475
Gabon,1957,434904,Testicular Cancer,38.999,4976.198099
Gabon,1962,455661,Testicular Cancer,40.489,6631.459222
Gabon,1967,489004,Testicular Cancer,44.598,8358.761987
Gabon,1972,537977,Testicular Cancer,48.69,11401.94841
Gabon,1977,706367,Testicular Cancer,52.79,21745.57328
Gabon,1982,753874,Testicular Cancer,56.564,15113.36194
Gabon,1987,880397,Testicular Cancer,60.19,11864.40844
Gabon,1992,985739,Testicular Cancer,61.366,13522.15752
Gabon,1997,1126189,Testicular Cancer,60.461,14722.84188
Gabon,2002,1299304,Testicular Cancer,56.761,12521.71392
Gabon,2007,1454867,Testicular Cancer,56.735,13206.48452
Gambia,1952,284320,Testicular Cancer,30,485.2306591
Gambia,1957,323150,Testicular Cancer,32.065,520.9267111
Gambia,1962,374020,Testicular Cancer,33.896,599.650276
Gambia,1967,439593,Testicular Cancer,35.857,734.7829124
Gambia,1972,517101,Testicular Cancer,38.308,756.0868363
Gambia,1977,608274,Testicular Cancer,41.842,884.7552507
Gambia,1982,715523,Testicular Cancer,45.58,835.8096108
Gambia,1987,848406,Testicular Cancer,49.265,611.6588611
Gambia,1992,1025384,Testicular Cancer,52.644,665.6244126
Gambia,1997,1235767,Testicular Cancer,55.861,653.7301704
Gambia,2002,1457766,Testicular Cancer,58.041,660.5855997
Gambia,2007,1688359,Testicular Cancer,59.448,752.7497265
Germany,1952,69145952,Breast Cancer,67.5,7144.114393
Germany,1957,71019069,Breast Cancer,69.1,10187.82665
Germany,1962,73739117,Breast Cancer,70.3,12902.46291
Germany,1967,76368453,Breast Cancer,70.8,14745.62561
Germany,1972,78717088,Breast Cancer,71,18016.18027
Germany,1977,78160773,Breast Cancer,72.5,20512.92123
Germany,1982,78335266,Breast Cancer,73.8,22031.53274
Germany,1987,77718298,Breast Cancer,74.847,24639.18566
Germany,1992,80597764,Breast Cancer,76.07,26505.30317
Germany,1997,82011073,Breast Cancer,77.34,27788.88416
Germany,2002,82350671,Breast Cancer,78.67,30035.80198
Germany,2007,82400996,Breast Cancer,79.406,32170.37442
Ghana,1952,5581001,Testicular Cancer,43.149,911.2989371
Ghana,1957,6391288,Testicular Cancer,44.779,1043.561537
Ghana,1962,7355248,Testicular Cancer,46.452,1190.041118
Ghana,1967,8490213,Testicular Cancer,48.072,1125.69716
Ghana,1972,9354120,Testicular Cancer,49.875,1178.223708
Ghana,1977,10538093,Testicular Cancer,51.756,993.2239571
Ghana,1982,11400338,Testicular Cancer,53.744,876.032569
Ghana,1987,14168101,Testicular Cancer,55.729,847.0061135
Ghana,1992,16278738,Testicular Cancer,57.501,925.060154
Ghana,1997,18418288,Testicular Cancer,58.556,1005.245812
Ghana,2002,20550751,Testicular Cancer,58.453,1111.984578
Ghana,2007,22873338,Testicular Cancer,60.022,1327.60891
Greece,1952,7733250,Breast Cancer,65.86,3530.690067
Greece,1957,8096218,Breast Cancer,67.86,4916.299889
Greece,1962,8448233,Breast Cancer,69.51,6017.190733
Greece,1967,8716441,Breast Cancer,71,8513.097016
Greece,1972,8888628,Breast Cancer,72.34,12724.82957
Greece,1977,9308479,Breast Cancer,73.68,14195.52428
Greece,1982,9786480,Breast Cancer,75.24,15268.42089
Greece,1987,9974490,Breast Cancer,76.67,16120.52839
Greece,1992,10325429,Breast Cancer,77.03,17541.49634
Greece,1997,10502372,Breast Cancer,77.869,18747.69814
Greece,2002,10603863,Breast Cancer,78.256,22514.2548
Greece,2007,10706290,Breast Cancer,79.483,27538.41188
Guatemala,1952,3146381,Cervical Cancers,42.023,2428.237769
Guatemala,1957,3640876,Cervical Cancers,44.142,2617.155967
Guatemala,1962,4208858,Cervical Cancers,46.954,2750.364446
Guatemala,1967,4690773,Cervical Cancers,50.016,3242.531147
Guatemala,1972,5149581,Cervical Cancers,53.738,4031.408271
Guatemala,1977,5703430,Cervical Cancers,56.029,4879.992748
Guatemala,1982,6395630,Cervical Cancers,58.137,4820.49479
Guatemala,1987,7326406,Cervical Cancers,60.782,4246.485974
Guatemala,1992,8486949,Cervical Cancers,63.373,4439.45084
Guatemala,1997,9803875,Cervical Cancers,66.322,4684.313807
Guatemala,2002,11178650,Cervical Cancers,68.978,4858.347495
Guatemala,2007,12572928,Cervical Cancers,70.259,5186.050003
Guinea,1952,2664249,Testicular Cancer,33.609,510.1964923
Guinea,1957,2876726,Testicular Cancer,34.558,576.2670245
Guinea,1962,3140003,Testicular Cancer,35.753,686.3736739
Guinea,1967,3451418,Testicular Cancer,37.197,708.7595409
Guinea,1972,3811387,Testicular Cancer,38.842,741.6662307
Guinea,1977,4227026,Testicular Cancer,40.762,874.6858643
Guinea,1982,4710497,Testicular Cancer,42.891,857.2503577
Guinea,1987,5650262,Testicular Cancer,45.552,805.5724718
Guinea,1992,6990574,Testicular Cancer,48.576,794.3484384
Guinea,1997,8048834,Testicular Cancer,51.455,869.4497668
Guinea,2002,8807818,Testicular Cancer,53.676,945.5835837
Guinea,2007,9947814,Testicular Cancer,56.007,942.6542111
Guinea-Bissau,1952,580653,Testicular Cancer,32.5,299.850319
Guinea-Bissau,1957,601095,Testicular Cancer,33.489,431.7904566
Guinea-Bissau,1962,627820,Testicular Cancer,34.488,522.0343725
Guinea-Bissau,1967,601287,Testicular Cancer,35.492,715.5806402
Guinea-Bissau,1972,625361,Testicular Cancer,36.486,820.2245876
Guinea-Bissau,1977,745228,Testicular Cancer,37.465,764.7259628
Guinea-Bissau,1982,825987,Testicular Cancer,39.327,838.1239671
Guinea-Bissau,1987,927524,Testicular Cancer,41.245,736.4153921
Guinea-Bissau,1992,1050938,Testicular Cancer,43.266,745.5398706
Guinea-Bissau,1997,1193708,Testicular Cancer,44.873,796.6644681
Guinea-Bissau,2002,1332459,Testicular Cancer,45.504,575.7047176
Guinea-Bissau,2007,1472041,Testicular Cancer,46.388,579.231743
Haiti,1952,3201488,Cervical Cancers,37.579,1840.366939
Haiti,1957,3507701,Cervical Cancers,40.696,1726.887882
Haiti,1962,3880130,Cervical Cancers,43.59,1796.589032
Haiti,1967,4318137,Cervical Cancers,46.243,1452.057666
Haiti,1972,4698301,Cervical Cancers,48.042,1654.456946
Haiti,1977,4908554,Cervical Cancers,49.923,1874.298931
Haiti,1982,5198399,Cervical Cancers,51.461,2011.159549
Haiti,1987,5756203,Cervical Cancers,53.636,1823.015995
Haiti,1992,6326682,Cervical Cancers,55.089,1456.309517
Haiti,1997,6913545,Cervical Cancers,56.671,1341.726931
Haiti,2002,7607651,Cervical Cancers,58.137,1270.364932
Haiti,2007,8502814,Cervical Cancers,60.916,1201.637154
Honduras,1952,1517453,Cervical Cancers,41.912,2194.926204
Honduras,1957,1770390,Cervical Cancers,44.665,2220.487682
Honduras,1962,2090162,Cervical Cancers,48.041,2291.156835
Honduras,1967,2500689,Cervical Cancers,50.924,2538.269358
Honduras,1972,2965146,Cervical Cancers,53.884,2529.842345
Honduras,1977,3055235,Cervical Cancers,57.402,3203.208066
Honduras,1982,3669448,Cervical Cancers,60.909,3121.760794
Honduras,1987,4372203,Cervical Cancers,64.492,3023.096699
Honduras,1992,5077347,Cervical Cancers,66.399,3081.694603
Honduras,1997,5867957,Cervical Cancers,67.659,3160.454906
Honduras,2002,6677328,Cervical Cancers,68.565,3099.72866
Honduras,2007,7483763,Cervical Cancers,70.198,3548.330846
"Hong Kong, China",1952,2125900,Lung Cancer,60.96,3054.421209
"Hong Kong, China",1957,2736300,Lung Cancer,64.75,3629.076457
"Hong Kong, China",1962,3305200,Lung Cancer,67.65,4692.648272
"Hong Kong, China",1967,3722800,Lung Cancer,70,6197.962814
"Hong Kong, China",1972,4115700,Lung Cancer,72,8315.928145
"Hong Kong, China",1977,4583700,Lung Cancer,73.6,11186.14125
"Hong Kong, China",1982,5264500,Lung Cancer,75.45,14560.53051
"Hong Kong, China",1987,5584510,Lung Cancer,76.2,20038.47269
"Hong Kong, China",1992,5829696,Lung Cancer,77.601,24757.60301
"Hong Kong, China",1997,6495918,Lung Cancer,80,28377.63219
"Hong Kong, China",2002,6762476,Lung Cancer,81.495,30209.01516
"Hong Kong, China",2007,6980412,Lung Cancer,82.208,39724.97867
Hungary,1952,9504000,Breast Cancer,64.03,5263.673816
Hungary,1957,9839000,Breast Cancer,66.41,6040.180011
Hungary,1962,10063000,Breast Cancer,67.96,7550.359877
Hungary,1967,10223422,Breast Cancer,69.5,9326.64467
Hungary,1972,10394091,Breast Cancer,69.76,10168.65611
Hungary,1977,10637171,Breast Cancer,69.95,11674.83737
Hungary,1982,10705535,Breast Cancer,69.39,12545.99066
Hungary,1987,10612740,Breast Cancer,69.58,12986.47998
Hungary,1992,10348684,Breast Cancer,69.17,10535.62855
Hungary,1997,10244684,Breast Cancer,71.04,11712.7768
Hungary,2002,10083313,Breast Cancer,72.59,14843.93556
Hungary,2007,9956108,Breast Cancer,73.338,18008.94444
Iceland,1952,147962,Breast Cancer,72.49,7267.688428
Iceland,1957,165110,Breast Cancer,73.47,9244.001412
Iceland,1962,182053,Breast Cancer,73.68,10350.15906
Iceland,1967,198676,Breast Cancer,73.73,13319.89568
Iceland,1972,209275,Breast Cancer,74.46,15798.06362
Iceland,1977,221823,Breast Cancer,76.11,19654.96247
Iceland,1982,233997,Breast Cancer,76.99,23269.6075
Iceland,1987,244676,Breast Cancer,77.23,26923.20628
Iceland,1992,259012,Breast Cancer,78.77,25144.39201
Iceland,1997,271192,Breast Cancer,78.95,28061.09966
Iceland,2002,288030,Breast Cancer,80.5,31163.20196
Iceland,2007,301931,Breast Cancer,81.757,36180.78919
India,1952,372000000,Lung Cancer,37.373,546.5657493
India,1957,409000000,Lung Cancer,40.249,590.061996
India,1962,454000000,Lung Cancer,43.605,658.3471509
India,1967,506000000,Lung Cancer,47.193,700.7706107
India,1972,567000000,Lung Cancer,50.651,724.032527
India,1977,634000000,Lung Cancer,54.208,813.337323
India,1982,708000000,Lung Cancer,56.596,855.7235377
India,1987,788000000,Lung Cancer,58.553,976.5126756
India,1992,872000000,Lung Cancer,60.223,1164.406809
India,1997,959000000,Lung Cancer,61.765,1458.817442
India,2002,1034172547,Lung Cancer,62.879,1746.769454
India,2007,1110396331,Lung Cancer,64.698,2452.210407
Indonesia,1952,82052000,Lung Cancer,37.468,749.6816546
Indonesia,1957,90124000,Lung Cancer,39.918,858.9002707
Indonesia,1962,99028000,Lung Cancer,42.518,849.2897701
Indonesia,1967,109343000,Lung Cancer,45.964,762.4317721
Indonesia,1972,121282000,Lung Cancer,49.203,1111.107907
Indonesia,1977,136725000,Lung Cancer,52.702,1382.702056
Indonesia,1982,153343000,Lung Cancer,56.159,1516.872988
Indonesia,1987,169276000,Lung Cancer,60.137,1748.356961
Indonesia,1992,184816000,Lung Cancer,62.681,2383.140898
Indonesia,1997,199278000,Lung Cancer,66.041,3119.335603
Indonesia,2002,211060000,Lung Cancer,68.588,2873.91287
Indonesia,2007,223547000,Lung Cancer,70.65,3540.651564
Iran,1952,17272000,Lung Cancer,44.869,3035.326002
Iran,1957,19792000,Lung Cancer,47.181,3290.257643
Iran,1962,22874000,Lung Cancer,49.325,4187.329802
Iran,1967,26538000,Lung Cancer,52.469,5906.731805
Iran,1972,30614000,Lung Cancer,55.234,9613.818607
Iran,1977,35480679,Lung Cancer,57.702,11888.59508
Iran,1982,43072751,Lung Cancer,59.62,7608.334602
Iran,1987,51889696,Lung Cancer,63.04,6642.881371
Iran,1992,60397973,Lung Cancer,65.742,7235.653188
Iran,1997,63327987,Lung Cancer,68.042,8263.590301
Iran,2002,66907826,Lung Cancer,69.451,9240.761975
Iran,2007,69453570,Lung Cancer,70.964,11605.71449
Iraq,1952,5441766,Lung Cancer,45.32,4129.766056
Iraq,1957,6248643,Lung Cancer,48.437,6229.333562
Iraq,1962,7240260,Lung Cancer,51.457,8341.737815
Iraq,1967,8519282,Lung Cancer,54.459,8931.459811
Iraq,1972,10061506,Lung Cancer,56.95,9576.037596
Iraq,1977,11882916,Lung Cancer,60.413,14688.23507
Iraq,1982,14173318,Lung Cancer,62.038,14517.90711
Iraq,1987,16543189,Lung Cancer,65.044,11643.57268
Iraq,1992,17861905,Lung Cancer,59.461,3745.640687
Iraq,1997,20775703,Lung Cancer,58.811,3076.239795
Iraq,2002,24001816,Lung Cancer,57.046,4390.717312
Iraq,2007,27499638,Lung Cancer,59.545,4471.061906
Ireland,1952,2952156,Breast Cancer,66.91,5210.280328
Ireland,1957,2878220,Breast Cancer,68.9,5599.077872
Ireland,1962,2830000,Breast Cancer,70.29,6631.597314
Ireland,1967,2900100,Breast Cancer,71.08,7655.568963
Ireland,1972,3024400,Breast Cancer,71.28,9530.772896
Ireland,1977,3271900,Breast Cancer,72.03,11150.98113
Ireland,1982,3480000,Breast Cancer,73.1,12618.32141
Ireland,1987,3539900,Breast Cancer,74.36,13872.86652
Ireland,1992,3557761,Breast Cancer,75.467,17558.81555
Ireland,1997,3667233,Breast Cancer,76.122,24521.94713
Ireland,2002,3879155,Breast Cancer,77.783,34077.04939
Ireland,2007,4109086,Breast Cancer,78.885,40675.99635
Israel,1952,1620914,Lung Cancer,65.39,4086.522128
Israel,1957,1944401,Lung Cancer,67.84,5385.278451
Israel,1962,2310904,Lung Cancer,69.39,7105.630706
Israel,1967,2693585,Lung Cancer,70.75,8393.741404
Israel,1972,3095893,Lung Cancer,71.63,12786.93223
Israel,1977,3495918,Lung Cancer,73.06,13306.61921
Israel,1982,3858421,Lung Cancer,74.45,15367.0292
Israel,1987,4203148,Lung Cancer,75.6,17122.47986
Israel,1992,4936550,Lung Cancer,76.93,18051.52254
Israel,1997,5531387,Lung Cancer,78.269,20896.60924
Israel,2002,6029529,Lung Cancer,79.696,21905.59514
Israel,2007,6426679,Lung Cancer,80.745,25523.2771
Italy,1952,47666000,Breast Cancer,65.94,4931.404155
Italy,1957,49182000,Breast Cancer,67.81,6248.656232
Italy,1962,50843200,Breast Cancer,69.24,8243.58234
Italy,1967,52667100,Breast Cancer,71.06,10022.40131
Italy,1972,54365564,Breast Cancer,72.19,12269.27378
Italy,1977,56059245,Breast Cancer,73.48,14255.98475
Italy,1982,56535636,Breast Cancer,74.98,16537.4835
Italy,1987,56729703,Breast Cancer,76.42,19207.23482
Italy,1992,56840847,Breast Cancer,77.44,22013.64486
Italy,1997,57479469,Breast Cancer,78.82,24675.02446
Italy,2002,57926999,Breast Cancer,80.24,27968.09817
Italy,2007,58147733,Breast Cancer,80.546,28569.7197
Jamaica,1952,1426095,Cervical Cancers,58.53,2898.530881
Jamaica,1957,1535090,Cervical Cancers,62.61,4756.525781
Jamaica,1962,1665128,Cervical Cancers,65.61,5246.107524
Jamaica,1967,1861096,Cervical Cancers,67.51,6124.703451
Jamaica,1972,1997616,Cervical Cancers,69,7433.889293
Jamaica,1977,2156814,Cervical Cancers,70.11,6650.195573
Jamaica,1982,2298309,Cervical Cancers,71.21,6068.05135
Jamaica,1987,2326606,Cervical Cancers,71.77,6351.237495
Jamaica,1992,2378618,Cervical Cancers,71.766,7404.923685
Jamaica,1997,2531311,Cervical Cancers,72.262,7121.924704
Jamaica,2002,2664659,Cervical Cancers,72.047,6994.774861
Jamaica,2007,2780132,Cervical Cancers,72.567,7320.880262
Japan,1952,86459025,Lung Cancer,63.03,3216.956347
Japan,1957,91563009,Lung Cancer,65.5,4317.694365
Japan,1962,95831757,Lung Cancer,68.73,6576.649461
Japan,1967,100825279,Lung Cancer,71.43,9847.788607
Japan,1972,107188273,Lung Cancer,73.42,14778.78636
Japan,1977,113872473,Lung Cancer,75.38,16610.37701
Japan,1982,118454974,Lung Cancer,77.11,19384.10571
Japan,1987,122091325,Lung Cancer,78.67,22375.94189
Japan,1992,124329269,Lung Cancer,79.36,26824.89511
Japan,1997,125956499,Lung Cancer,80.69,28816.58499
Japan,2002,127065841,Lung Cancer,82,28604.5919
Japan,2007,127467972,Lung Cancer,82.603,31656.06806
Jordan,1952,607914,Lung Cancer,43.158,1546.907807
Jordan,1957,746559,Lung Cancer,45.669,1886.080591
Jordan,1962,933559,Lung Cancer,48.126,2348.009158
Jordan,1967,1255058,Lung Cancer,51.629,2741.796252
Jordan,1972,1613551,Lung Cancer,56.528,2110.856309
Jordan,1977,1937652,Lung Cancer,61.134,2852.351568
Jordan,1982,2347031,Lung Cancer,63.739,4161.415959
Jordan,1987,2820042,Lung Cancer,65.869,4448.679912
Jordan,1992,3867409,Lung Cancer,68.015,3431.593647
Jordan,1997,4526235,Lung Cancer,69.772,3645.379572
Jordan,2002,5307470,Lung Cancer,71.263,3844.917194
Jordan,2007,6053193,Lung Cancer,72.535,4519.461171
Kenya,1952,6464046,Testicular Cancer,42.27,853.540919
Kenya,1957,7454779,Testicular Cancer,44.686,944.4383152
Kenya,1962,8678557,Testicular Cancer,47.949,896.9663732
Kenya,1967,10191512,Testicular Cancer,50.654,1056.736457
Kenya,1972,12044785,Testicular Cancer,53.559,1222.359968
Kenya,1977,14500404,Testicular Cancer,56.155,1267.613204
Kenya,1982,17661452,Testicular Cancer,58.766,1348.225791
Kenya,1987,21198082,Testicular Cancer,59.339,1361.936856
Kenya,1992,25020539,Testicular Cancer,59.285,1341.921721
Kenya,1997,28263827,Testicular Cancer,54.407,1360.485021
Kenya,2002,31386842,Testicular Cancer,50.992,1287.514732
Kenya,2007,35610177,Testicular Cancer,54.11,1463.249282
"Korea, Dem. Rep.",1952,8865488,Lung Cancer,50.056,1088.277758
"Korea, Dem. Rep.",1957,9411381,Lung Cancer,54.081,1571.134655
"Korea, Dem. Rep.",1962,10917494,Lung Cancer,56.656,1621.693598
"Korea, Dem. Rep.",1967,12617009,Lung Cancer,59.942,2143.540609
"Korea, Dem. Rep.",1972,14781241,Lung Cancer,63.983,3701.621503
"Korea, Dem. Rep.",1977,16325320,Lung Cancer,67.159,4106.301249
"Korea, Dem. Rep.",1982,17647518,Lung Cancer,69.1,4106.525293
"Korea, Dem. Rep.",1987,19067554,Lung Cancer,70.647,4106.492315
"Korea, Dem. Rep.",1992,20711375,Lung Cancer,69.978,3726.063507
"Korea, Dem. Rep.",1997,21585105,Lung Cancer,67.727,1690.756814
"Korea, Dem. Rep.",2002,22215365,Lung Cancer,66.662,1646.758151
"Korea, Dem. Rep.",2007,23301725,Lung Cancer,67.297,1593.06548
"Korea, Rep.",1952,20947571,Lung Cancer,47.453,1030.592226
"Korea, Rep.",1957,22611552,Lung Cancer,52.681,1487.593537
"Korea, Rep.",1962,26420307,Lung Cancer,55.292,1536.344387
"Korea, Rep.",1967,30131000,Lung Cancer,57.716,2029.228142
"Korea, Rep.",1972,33505000,Lung Cancer,62.612,3030.87665
"Korea, Rep.",1977,36436000,Lung Cancer,64.766,4657.22102
"Korea, Rep.",1982,39326000,Lung Cancer,67.123,5622.942464
"Korea, Rep.",1987,41622000,Lung Cancer,69.81,8533.088805
"Korea, Rep.",1992,43805450,Lung Cancer,72.244,12104.27872
"Korea, Rep.",1997,46173816,Lung Cancer,74.647,15993.52796
"Korea, Rep.",2002,47969150,Lung Cancer,77.045,19233.98818
"Korea, Rep.",2007,49044790,Lung Cancer,78.623,23348.13973
Kuwait,1952,160000,Lung Cancer,55.565,108382.3529
Kuwait,1957,212846,Lung Cancer,58.033,113523.1329
Kuwait,1962,358266,Lung Cancer,60.47,95458.11176
Kuwait,1967,575003,Lung Cancer,64.624,80894.88326
Kuwait,1972,841934,Lung Cancer,67.712,109347.867
Kuwait,1977,1140357,Lung Cancer,69.343,59265.47714
Kuwait,1982,1497494,Lung Cancer,71.309,31354.03573
Kuwait,1987,1891487,Lung Cancer,74.174,28118.42998
Kuwait,1992,1418095,Lung Cancer,75.19,34932.91959
Kuwait,1997,1765345,Lung Cancer,76.156,40300.61996
Kuwait,2002,2111561,Lung Cancer,76.904,35110.10566
Kuwait,2007,2505559,Lung Cancer,77.588,47306.98978
Lebanon,1952,1439529,Lung Cancer,55.928,4834.804067
Lebanon,1957,1647412,Lung Cancer,59.489,6089.786934
Lebanon,1962,1886848,Lung Cancer,62.094,5714.560611
Lebanon,1967,2186894,Lung Cancer,63.87,6006.983042
Lebanon,1972,2680018,Lung Cancer,65.421,7486.384341
Lebanon,1977,3115787,Lung Cancer,66.099,8659.696836
Lebanon,1982,3086876,Lung Cancer,66.983,7640.519521
Lebanon,1987,3089353,Lung Cancer,67.926,5377.091329
Lebanon,1992,3219994,Lung Cancer,69.292,6890.806854
Lebanon,1997,3430388,Lung Cancer,70.265,8754.96385
Lebanon,2002,3677780,Lung Cancer,71.028,9313.93883
Lebanon,2007,3921278,Lung Cancer,71.993,10461.05868
Lesotho,1952,748747,Testicular Cancer,42.138,298.8462121
Lesotho,1957,813338,Testicular Cancer,45.047,335.9971151
Lesotho,1962,893143,Testicular Cancer,47.747,411.8006266
Lesotho,1967,996380,Testicular Cancer,48.492,498.6390265
Lesotho,1972,1116779,Testicular Cancer,49.767,496.5815922
Lesotho,1977,1251524,Testicular Cancer,52.208,745.3695408
Lesotho,1982,1411807,Testicular Cancer,55.078,797.2631074
Lesotho,1987,1599200,Testicular Cancer,57.18,773.9932141
Lesotho,1992,1803195,Testicular Cancer,59.685,977.4862725
Lesotho,1997,1982823,Testicular Cancer,55.558,1186.147994
Lesotho,2002,2046772,Testicular Cancer,44.593,1275.184575
Lesotho,2007,2012649,Testicular Cancer,42.592,1569.331442
Liberia,1952,863308,Testicular Cancer,38.48,575.5729961
